gene_name,in_degree_pagerank_positive,out_degree_pagerank_positive,oracle_score,suggested_perturbation,label,in_degree_pagerank_positive_se,out_degree_pagerank_positive_se,oracle_score_se,suggested_perturbation_se,oracle_score_pval_acat_fdr,k
ACTL10,1.0528155930582233,1.007619127486204,-3.1185625802265803e-06,-0.0009284309990471229,ACTL10,0.03721700722434597,0.0031103100354028046,6.563991882939252e-07,7.889427123883e-06,0.020046460672882023,100
ACTN4,1.1878783047522479,1.1754828895098546,0.00014324739975563717,-0.04414381477981806,ACTN4,0.10203671324250232,0.04147570898075217,5.1418929444428285e-06,3.979074181013853e-05,4.2745833863098135e-13,100
ACTR10,1.0712284676263277,1.0181850042991263,3.284049721859361e-05,-0.023109327033162118,ACTR10,0.04396594850098064,0.010188436015925,2.3749028491902732e-06,2.2406108691381476e-05,1.6532137589192936e-09,100
ACVRL1,1.0373543021745752,1.0398373442652475,-3.3404685513716e-07,0.0032536934688687322,ACVRL1,0.019480045546414824,0.01995943157447762,1.5906891777859263e-07,1.3936588186654746e-06,0.6456168067170425,100
ADAM28,1.0480584829094655,1.0127535135371484,-3.5559925674277794e-07,-0.012404763363301754,ADAM28,0.030489096654981524,0.009627166160168283,1.2657047670135965e-07,4.6991038146827434e-07,0.16668843505129832,100
ADAM30,8.695065475875268,6.628570045066588,6.817559320637657e-08,0.0005361833889037371,ADAM30,2.1046613133775294,0.08999672193240056,2.4715062007374784e-07,8.107897758419133e-07,0.46774040060634325,100
ADAMTS1,1.0443728112740718,1.0086796622020113,7.480838327467155e-08,0.01707555804401636,ADAMTS1,0.035196656221198,0.005027236306310072,1.9199819172492256e-07,2.3455591644998817e-06,0.7813128015538171,100
ADAMTS12,1.0746092645591707,1.0145140357899403,1.443207348671649e-05,-0.00494814408943057,ADAMTS12,0.028013658223586008,0.0057874302032522775,1.3719381332265524e-06,2.106447611236041e-06,1.0290688854117488e-07,100
ADAMTS19-AS1,1.0282804791669051,1.0104525950934156,-5.403870611289108e-06,0.004658439024351538,ADAMTS19-AS1,0.013394733688012469,0.0039034478108794157,7.49220974619188e-07,4.012309532219915e-07,0.00037770232836533633,100
ADAMTS4,6.4643675034023875,6.729104047645751,-1.054233541211147e-06,-0.0013982662186026572,ADAMTS4,0.17761388712678827,0.19923654967701956,4.684239818893094e-07,1.8625182576491406e-06,0.009424512148975626,100
ADAMTS5,1.1512626867988442,1.0099529841036268,-3.1523040837200254e-06,-0.018113760724663735,ADAMTS5,0.1379331789750145,0.004490415530214023,6.040160307292588e-07,3.478790032991013e-06,0.0009591899606599701,100
ADAMTS7,1.0174591518574414,1.0175418606429323,-1.5331544561547616e-06,-0.005355167891830206,ADAMTS7,0.011959243954402232,0.00673034635603999,3.4054337334823527e-07,2.511857802683516e-06,0.01727089951239398,100
ADAMTS8,1.065640861700999,1.0269009558251474,-1.228147983283634e-05,-0.009933003215119243,ADAMTS8,0.03508450181333173,0.011333966472710944,1.1105158849775938e-06,1.6892205854304472e-06,0.00022123383871035577,100
ADAMTS9,1.1247072812137278,1.021741659471384,-2.2431618500462492e-07,-0.007355438023805619,ADAMTS9,0.06506306470013487,0.009902686075625269,2.472980643503868e-07,4.060682305544474e-06,0.9958303415481164,100
ADAMTS9-AS1,1.0427920798899208,1.0196635912725214,9.649939855194134e-08,-0.01969473818317056,ADAMTS9-AS1,0.022326605952651457,0.009926713518193596,1.3913191306472974e-07,3.8738834382628535e-07,0.3702380975597583,100
ADCY2,1.075952230769431,1.0035942663759136,3.0349178445021605e-07,-0.004909146875143051,ADCY2,0.03742549459298569,0.002128960173766789,3.637478369923604e-07,7.389917190613303e-06,0.050919512173191364,100
ADCY3,1.067120647205704,1.0154875057753003,1.0639731493000682e-06,0.03562672764062882,ADCY3,0.03522518188908763,0.0111863182356642,2.9358602637026696e-07,8.096987492648174e-06,0.7931568415001702,100
ADCY4,1.031934306976938,1.009986932980786,-1.1091362149073802e-06,-0.0031708525121212005,ADCY4,0.026849318270195804,0.0037336195785317135,2.979355835292241e-07,4.219560003447011e-06,0.07370472489891956,100
ADCYAP1,1.0621671155812318,1.0323356272422708,0.0002154699391394388,0.052807306796312334,ADCYAP1,0.039093990385722505,0.014748047559804512,5.346115622065355e-06,1.2973980343724008e-05,3.77604924073091e-14,100
ADCYAP1R1,1.0849855420800114,1.0264087054542472,-1.1433956628437158e-06,-0.004565496183931828,ADCYAP1R1,0.05713767669821081,0.01335663756428392,3.0629390523047137e-07,3.71990661697196e-07,0.14882925772017389,100
ADGRB1,1.1127160467282422,1.0126550351354744,5.342677333430857e-07,-0.005734191951341927,ADGRB1,0.07677263290986366,0.009095505757639965,2.0267267579957326e-07,1.579520273388272e-06,0.9990937818703733,100
ADGRF1,1.0140290372457843,1.0197271754717498,1.5074391524194652e-06,0.01590599162504077,ADGRF1,0.009807832840506986,0.012299659372460098,3.5720421721791897e-07,1.6643944812293449e-06,0.0866294898066796,100
ADGRF2,1.0247952169573893,1.0097447232183019,3.8634409005311454e-07,-0.003158019967377186,ADGRF2,0.014251432064385464,0.005151659582898068,2.1553267002082438e-07,1.1815774354740183e-06,0.9182754633969226,100
ADGRF5,1.2222669547028662,1.016923593539849,1.1812657908762959e-05,0.02067456243559718,ADGRF5,0.19420945687062013,0.008196588093268085,1.2433198865832088e-06,2.1933294634420594e-06,7.57422459083616e-07,100
ADGRL4,1.0008533699739266,1.0219643297703775,8.314489410885528e-06,0.008177344435825944,ADGRL4,0.0006171182035111022,0.009505855198052766,9.567608469042127e-07,1.4279711799187985e-06,3.4809336767360226e-05,100
ADH1B,1.081937031984869,1.0140998109510193,-1.2088130660004026e-07,0.001975592616945505,ADH1B,0.042924137127957535,0.009335348007872162,1.4895102499587376e-07,5.829696127910855e-07,0.9117177098107391,100
ADH1C,1.0422440647568672,1.009569775829018,9.454940740738493e-07,-0.004098381027579308,ADH1C,0.02186208326635681,0.004614397667691449,2.5713852083511293e-07,2.4330107758774334e-06,0.4823552400086365,100
ADIPOQ,6.577008938226171,6.43904342719644,1.4054589939860306e-07,0.0024849918950349092,ADIPOQ,0.31032636927246504,0.13416474247449856,2.0145291617671758e-07,2.1066362527575508e-06,0.302481096957017,100
ADIPOQ-AS1,1.0863364081106421,1.007175863206832,4.86325578354041e-06,-0.027041781786829235,ADIPOQ-AS1,0.0431647837036744,0.003924448133647734,6.855654916674839e-07,9.53782562318744e-07,0.0019181414657998912,100
ADIRF,1.03758688656195,1.0250154371538829,1.975849182507261e-06,0.022534815929830074,ADIRF,0.018251055393721988,0.010896033816490373,4.151646703027105e-07,6.6205801514714495e-06,0.6931193062876373,100
ADM,1.0357425136285818,1.015480274962482,1.2741977370893664e-05,0.04251918792724609,ADM,0.021441592347327183,0.005990036406284508,1.1316451868811975e-06,1.892777035440842e-05,0.00038428712135118125,100
ADORA2A,1.185395004822854,1.0205770030365193,-4.333088213641645e-06,0.00039567447500303386,ADORA2A,0.13109827196828355,0.0105783836648266,6.65852598582314e-07,1.2460371045448221e-05,0.00037133410606137937,100
ADPGK-AS1,1.008715683416732,1.0117071341667414,3.506537802415721e-06,-0.008636364610865713,ADPGK-AS1,0.00859513783466084,0.008750494068478018,5.537985079450526e-07,2.402994720251992e-06,0.025234885685212684,100
ADRA1A,1.1404852947249575,1.035988837615087,0.00021814873049152083,-0.03287055540829897,ADRA1A,0.1214170893069914,0.015101845531126746,5.864590032927475e-06,1.4537503369724989e-06,2.431145309398153e-14,100
ADRA2A,1.0932647611885629,1.0112528464298727,4.636846460215338e-07,0.0018480514734983443,ADRA2A,0.06281251337746466,0.0061223596236284275,2.505172037098549e-07,4.863457328227702e-06,0.409473263555268,100
ADRA2C,1.027899851096237,1.026042620397149,-6.032415774370748e-07,0.017638472281396388,ADRA2C,0.015941142944846335,0.012613252613606959,2.4239506431633503e-07,2.1971169714287528e-06,0.17528350420601083,100
AEBP1,1.2387156662611338,1.004242234810149,-2.1436264763252666e-07,-0.013666486144065857,AEBP1,0.16664467281053438,0.001896279953261392,1.165715054404366e-07,4.51728648412865e-06,0.9937309310823504,100
AFAP1L1,1.024349173778876,1.0218570531570368,1.3170930238928236e-05,-0.018879380263388156,AFAP1L1,0.022712807149143206,0.010910181919707105,1.3502344775324591e-06,2.3097742367459536e-06,2.2622780087019023e-05,100
AFF2,9.134748983832617,6.702160530270561,9.004448101634921e-07,0.005285236984491348,AFF2,1.8429095252341667,0.1294504220548051,2.7761729458246967e-07,3.2434642358776705e-06,0.1063708047105818,100
AGMAT,1.008744033919754,1.0131331232668073,-7.259164778616878e-08,0.017910444680601358,AGMAT,0.005554571348798347,0.005899285905690699,1.833330307608834e-07,6.4332814953621246e-06,0.9112858328812243,100
AGMO,1.0001132890459763,1.0168393744684385,-0.0002203256302163936,-0.020644200444221498,AGMO,8.014048612679369e-05,0.00912954996062863,5.060170051287825e-06,9.910406366586335e-07,2.431145309398153e-14,100
AGO2,1.0757924830818053,1.0114686183846473,-2.925832244926596e-08,0.011245721280574798,AGO2,0.0194562990457035,0.005225730534186528,1.5220688125461278e-07,3.113381604805027e-05,0.7251685228757548,100
AGPAT5,8.919072626356535,4.640374545332895,1.2402057867504368e-05,-0.005172024369239807,AGPAT5,0.7147136370356658,0.27855185401959737,1.281006791664214e-06,3.661202279929815e-05,0.02827336288912903,100
AGR2,7.094592376183373,6.259785240435097,-1.1482519095196153e-06,-0.008983508422970772,AGR2,0.3827643544040306,0.11516559678322655,3.588427382372963e-07,3.632337850216435e-06,0.00583601864181516,100
AGR3,1.0250611627337,1.0104407072511763,3.889479154395303e-07,0.00934792909771204,AGR3,0.016951366932826128,0.008530768852991493,1.3102580364816483e-07,2.7054065799823535e-06,0.5494513531775954,100
AGRN,1.010563047897753,1.006283076062575,-1.7732903025091672e-07,0.008743043839931488,AGRN,0.008616357502576118,0.00422457790414937,1.5950444274261177e-07,8.476783414120347e-06,0.47317131162738174,100
AGRP,1.0350436793006796,1.0039900727845392,7.198389079476897e-07,-0.00992129934951663,AGRP,0.02078227646752108,0.0017417960121479763,3.2207728105577915e-07,1.6312203644114174e-06,0.5260744614084982,100
AGT,1.1843140974868744,1.0314706742207687,1.3466638133863284e-06,-0.06228953216224909,AGT,0.0867259151735864,0.01228755620650143,2.923646986661328e-07,1.749787668080072e-05,0.03852941721046876,100
AGXT,6.483360039760395,6.862526843258497,-6.856528633036873e-07,-0.0010695035383105277,AGXT,0.06211768845021263,0.14558657084708906,1.8882043943215038e-07,2.1076410137852677e-06,0.22413473015661217,100
AGXT2,1.0248898495882892,1.0297384783637011,3.876302274008481e-07,-0.003130654867272824,AGXT2,0.020778270608658382,0.01489483918759551,1.994017580041073e-07,2.1496742172961294e-06,0.007344090187990961,100
AHNAK,1.0155632699248252,1.021266254488117,-1.6690303965560815e-08,-0.007276359647512436,AHNAK,0.00944859519406802,0.008738836141991035,1.1463791503782379e-07,1.1112535491611585e-05,0.2873632127384124,100
AHSG,1.0506497547939828,1.006770704094754,3.1667237873023167e-06,-0.011459038574248553,AHSG,0.03768564174209137,0.003086475318401444,5.001171271549757e-07,1.5350399728683683e-06,0.032059003119927466,100
AICDA,1.017061080475337,1.00477967446641,-8.70143673736834e-08,0.004694950147531927,AICDA,0.012002886550974638,0.0022496859325164594,1.1611147079626223e-07,2.3152501093368903e-06,0.797134077403768,100
AKAP10,1.2830858935747906,1.0013702692845832,-1.8371832648966802e-07,0.013614607155323028,AKAP10,0.14173606784090348,0.0009277174658526074,1.668875958692984e-07,2.0192480685383135e-05,0.910097865886399,100
AKAP12,1.1376135077169651,1.035824300073788,-1.8246722333969955e-06,0.005272591356188059,AKAP12,0.06961983787097767,0.015210813089660907,4.764390883605996e-07,2.2305171783786297e-05,0.7579739028423507,100
AKAP13,1.0401743981362523,1.0158830505333554,-7.812646195759498e-08,-0.005743469558656216,AKAP13,0.019891428398874887,0.006769556738061791,1.8603783553683082e-07,2.1460879750141556e-05,0.8711067904786981,100
AKR1B10,1.0878757027604324,1.0203154898998157,-4.8112492372354154e-08,0.03167578086256981,AKR1B10,0.0351547731705211,0.008061860725919813,2.0050186842992235e-07,3.7653187000144443e-06,0.3502781689806531,100
AKR1C1,1.4409445621316905,1.0193018828536184,-7.400931715650927e-07,0.01941943934187293,AKR1C1,0.29400895819968625,0.009316648359639221,2.769411730858052e-07,7.5223127153722655e-06,0.3470503473037132,100
AKR1C2,1.0516831004388516,1.0238764075355014,-4.997864687084074e-07,-0.008668082356452942,AKR1C2,0.04013385654926282,0.01017326511892469,2.3335311771076037e-07,3.7641319728121297e-06,0.9634909597306649,100
AKR1C3,1.3413628017910222,1.0097240498774005,6.476997348769941e-07,-0.03908828973770142,AKR1C3,0.2535617598498469,0.005407360030908318,2.3193098413130626e-07,2.1340925379643426e-05,0.07548892293308913,100
AKR7A3,1.0728117329342783,1.0226425585738794,-0.00018987185176229105,0.04139062881469727,AKR7A3,0.045486471020868405,0.010535189735294482,4.897378932393926e-06,7.838160449661417e-06,6.661338147750939e-14,100
ALAS2,11.266450616614543,5.0846275436075015,3.1733829600355534e-06,-0.0011450429493561386,ALAS2,5.202413211912836,0.25596121088892704,5.436370756150081e-07,1.3580593381673854e-06,0.07703072988771804,100
ALB,1.0986194549636505,1.0114479944093202,1.7260173290267743e-05,-0.03973932955414057,ALB,0.07004127870780875,0.005028824946379758,1.5759808063072719e-06,6.407427404079056e-06,9.605293660477565e-05,100
ALDH1A1,6.45961507604888,5.289793436048071,9.077717218985981e-07,-0.008922400204464793,ALDH1A1,0.6330733971797688,0.339056591569108,3.9231198037576513e-07,6.550408315195521e-05,0.03272238640674966,100
ALDH1A3,1.0271510052526898,1.0367724510346452,2.5301135760713576e-07,0.022565884292125703,ALDH1A3,0.016124865856737693,0.014105570468441048,1.8423356561703395e-07,6.582659338389678e-06,0.8329696283081165,100
ALDH3A1,1.0316308237553073,1.0206071355655053,3.1951829038945335e-06,-0.001806378155015409,ALDH3A1,0.015264486435597066,0.01018028586237,5.045073959882578e-07,1.7823520841250457e-06,0.012440700108540367,100
ALDH3A2,1.2989420099726021,1.0058446036235886,1.5035824316811386e-06,0.04104224517941475,ALDH3A2,0.25582522278637787,0.004282671079345167,3.510947022868252e-07,1.6941399873070646e-05,0.409473263555268,100
ALDOB,1.029954211060752,1.0365157524499145,0.000246371591128991,-0.03375407457351685,ALDOB,0.014841128664640274,0.014325504796252872,5.853344842663251e-06,1.083512434400975e-05,2.431145309398153e-14,100
ALG1,1.105551740776142,1.004229833358301,2.208753741683722e-07,-0.016120751202106477,ALG1,0.027750407297514566,0.0017908722880209682,2.0024783738160817e-07,1.890732667530857e-05,0.21589253066972613,100
ALG8,1.0187043484285148,1.0195635024157705,7.970463324724619e-07,0.011245888397097588,ALG8,0.01248657145150741,0.010033570705548386,2.230988578538215e-07,1.894226016916585e-05,0.02082179103890161,100
ALG9,1.1581224196376625,1.0164959442321757,8.125407633237103e-06,0.028001822382211685,ALG9,0.0668884581269015,0.009486798627077247,1.0423856429995912e-06,1.6199490234330515e-05,0.0002320898971841064,100
ALKAL2,1.0143923576466107,1.0097730416683826,-1.642934176743438e-05,0.00982959520071745,ALKAL2,0.009448859815118244,0.0031438197624713655,1.6613017792095626e-06,4.495957844143945e-06,6.43320142919502e-10,100
ALKBH5,1.1770819727541038,1.0079135133644224,7.666276712470221e-07,-0.04782422550022602,ALKBH5,0.10625934459409425,0.0031035127475496074,2.6964363011255767e-07,5.019254066510242e-05,3.982382920213035e-05,100
ALOX5AP,7.272219867305991,6.539463253033907,-8.978391360159321e-08,-0.00812923195771873,ALOX5AP,0.8373432346729519,0.08427065175280685,1.0244377267072377e-07,7.580883055730542e-06,0.059318270345324324,100
ALPK2,1.0047968770082814,1.0135153430468928,1.8786032309137113e-06,-0.007649852787144482,ALPK2,0.0038235589617822167,0.008884629725498975,3.808682034595274e-07,5.849826413485979e-07,0.36023963591817965,100
ALPL,1.0255252677744153,1.01512520817793,-3.244098145955831e-05,-0.011040005525574088,ALPL,0.014587388174393923,0.005275094222963368,2.4677424497445918e-06,1.37254346243146e-06,4.891100647856496e-13,100
ALX3,7.63735131992483,6.573660590556208,-2.2719331553844314e-08,0.0007244038209319115,ALX3,0.7340417229771077,0.08325093747539052,2.035713820381073e-07,1.7425223719092191e-06,0.6465686910853947,100
AMBP,1.046055915593433,1.0225369767383676,-3.3405653578455484e-07,0.02061998041346669,AMBP,0.01907297918371305,0.015301147979352558,1.7985071499532553e-07,1.5699466822606958e-05,0.26083385590480956,100
AMELY,1.0410653881949792,1.00648474258751,-1.0108058324576063e-06,-0.005330739980563521,AMELY,0.02878847024425784,0.004356205047975345,2.260459051101539e-07,1.1709785099172568e-06,0.03148126539992555,100
AMN,1.1174583354486272,1.0221763755136926,3.406508160317401e-06,0.02697944104671478,AMN,0.04061911165149522,0.011749686580221626,5.395331384949019e-07,1.3867319715061093e-05,0.27037447080450216,100
AMOTL2,1.0000902406239243,1.0499837297192585,-1.4146743798804095e-06,-0.021304280646145344,AMOTL2,9.0190624182341e-05,0.024810837953771932,3.009555876717046e-07,3.7302253317760575e-06,0.10101595165636133,100
AMY2A,1.100866415894138,1.0143986835917762,-0.00028404898752341977,-0.054847026392817494,AMY2A,0.057264833213113195,0.00903039999233349,6.7408345497892236e-06,1.443005012324125e-05,2.431145309398153e-14,100
AMY2B,1.0508977263106312,1.011165389412516,4.4395130768037914e-07,-0.013160699307918548,AMY2B,0.026686249849879468,0.00856483903853527,2.3591665490427323e-07,9.13333348864528e-06,0.28176957522269397,100
ANGPT2,1.0302886757128666,1.0102124873346388,-4.802771282896856e-08,-0.024357843697071075,ANGPT2,0.02244543967906008,0.005323933800772643,2.5814189418639494e-07,1.1658212079270765e-05,0.9958303415481164,100
ANGPTL2,1.089743922659469,1.00514308137984,4.153226233718499e-06,0.014234750941395759,ANGPTL2,0.07871096016064352,0.0031465067171611927,5.74067529954892e-07,3.2131100961450798e-06,0.13899996304131268,100
ANGPTL4,1.0410498400506207,1.0222450969045747,-1.2177440332550306e-07,-0.005820543025620282,ANGPTL4,0.03136973327964697,0.01095789940663388,2.04229070921208e-07,9.55374386187969e-06,0.1110405220603225,100
ANGPTL6,1.1764274358996134,1.034964412129254,1.796639828377522e-06,0.009840313419699669,ANGPTL6,0.14898466226382456,0.01515170013460082,4.0240588769759757e-07,2.6224304868610737e-06,0.00011342405451812171,100
ANGPTL8,1.0141618567797435,1.0133440213139933,0.0017466423707082868,-0.038057439215481284,ANGPTL8,0.009843471241181534,0.007133013630621493,1.537367311118534e-05,3.6062687614125078e-06,2.431145309398153e-14,100
ANKLE2,1.068888233867004,1.086202322789552,2.9119492666609403e-05,-0.05009447455406189,ANKLE2,0.04988726608042839,0.026869612333001846,2.031701341547641e-06,6.899935284561425e-05,0.23933994769218725,100
ANKRD1,1.1113212695246355,1.021881075012199,-8.666171152924562e-06,0.003693702716846019,ANKRD1,0.049249344573067996,0.010349386355231948,9.281982040423347e-07,1.460779819232276e-06,0.13132664544069533,100
ANKRD12,1.3740812344973587,1.0112467746406635,2.5524252957254133e-06,-0.08816927433013916,ANKRD12,0.1381525425405155,0.007046242077751508,5.25972831712177e-07,5.035042561447234e-05,0.9670665706242808,100
ANKRD30A,1.13763229350076,1.0110511242264828,2.538878684745782e-06,-0.018396020121872424,ANKRD30A,0.12064926757566481,0.00576991035768005,5.877399939096344e-07,8.156025638620263e-07,0.024430444421657486,100
ANKRD36,1.047490215402051,1.0271447375539788,-6.017146196057865e-07,0.018521194383502006,ANKRD36,0.02338229461039236,0.012595615816644654,2.126717215684896e-07,1.2069315589675897e-05,0.19100750064707306,100
ANKRD36C,1.158964396553661,1.0113786604855135,1.539746380579743e-05,0.041074251346290114,ANKRD36C,0.07176810160210759,0.007122479279488256,1.3647511964135867e-06,1.7604551546518363e-05,0.20827537960280443,100
ANKRD37,1.3609296273517761,1.0249517771588297,5.2824278805019274e-05,0.02906463325023651,ANKRD37,0.35310344859097315,0.010868769000153388,2.926756182341119e-06,1.0146349363334458e-05,8.511477833928785e-12,100
ANLN,1.0402398740199226,1.0213061897851872,1.8627821994918746e-05,-0.011395581737160683,ANLN,0.02033617647830189,0.009821094741140629,1.5374333658328141e-06,3.539175151458466e-06,0.00011527867064964819,100
ANO6,1.0221016100255798,1.0194872162379054,4.3756911653503035e-06,0.057207122594118115,ANO6,0.017202095362392936,0.009645822100764695,6.910447935055522e-07,1.805604837605465e-05,0.07514358705018431,100
ANO8,1.1124022203440622,1.0050303005070642,-3.4834385747473107e-07,0.02406244955956936,ANO8,0.07147456268036574,0.0025652631585032985,2.505836884760672e-07,1.0087612155022524e-05,0.3128669470267936,100
ANPEP,1.0496701923422467,1.0196858284590258,-8.622148936154872e-08,0.004510309211909771,ANPEP,0.02757709796535986,0.00895670270556023,2.2243615822677387e-07,3.8778877793487146e-06,0.2308330335866502,100
ANTXR1,6.600679216279908,6.744294589231833,2.8074109588871465e-06,-0.005817175349220633,ANTXR1,0.10105413241043974,0.09313102219600669,5.091484946464151e-07,1.4739062274236882e-06,0.20827537960280443,100
ANXA1,3.5024918095504787,3.1747779384073254,-2.1933693776787778e-07,0.009961769189685584,ANXA1,0.5694517130558217,0.2827452757356223,1.4092033024603536e-07,1.5679109444847181e-06,0.8277127871058568,100
ANXA10,1.0685250523040188,1.0177694510559059,-7.673404670782703e-08,0.008783048316836357,ANXA10,0.049394234161588293,0.00966837921734565,1.3162673204721653e-07,5.84042520301191e-06,0.6163577342935153,100
ANXA11,1.0839550518164471,1.0624616835552627,8.066243736841726e-06,-0.03377302814275027,ANXA11,0.025994317683569364,0.03762399390481076,9.85018918158665e-07,3.9563092723958015e-05,0.004063624129256444,100
ANXA2,2.7359223654998743,79.37365728888594,2.9634247553289584e-06,0.02472035266458988,ANXA2,0.15910855779695798,5.028245191184292,5.060908089868842e-07,4.7006046281431775e-05,0.014189493873221883,100
ANXA3,1.064744364346719,1.0242401806811054,-7.052599189449893e-07,-0.02241420865058899,ANXA3,0.032525782802179416,0.0123754543188435,2.265240203661424e-07,1.5193253465608513e-05,0.42693661860525056,100
ANXA4,1.292594670519225,1.0190953092908996,7.505062066215373e-07,-0.008919354062527418,ANXA4,0.1727961451811472,0.007603662906568007,2.2358670099293752e-07,1.517050774359607e-05,0.04630774465222754,100
