gene_name,in_degree_pagerank_positive,out_degree_pagerank_positive,oracle_score,suggested_perturbation,label,in_degree_pagerank_positive_se,out_degree_pagerank_positive_se,oracle_score_se,suggested_perturbation_se,oracle_score_pval_acat_fdr,k
ACKR1,1.3810615853635604,1.0137197385879013,-3.2369602561175273e-05,-0.007709650113247335,ACKR1,0.3336638470786052,0.007011406764804208,8.963210444787848e-06,8.038373110261935e-07,0.9808999784967117,100
ACKR3,1.5403781670479293,1.0114538746186787,-1.5743421329261764e-06,-0.000798049196600914,ACKR3,0.5350815826613242,0.005944117399331263,9.163181888607261e-06,2.711409640439873e-06,0.7266288068926868,100
ACKR4,1.2881879231904185,1.0199228405901994,3.393086250525812e-05,0.0073518878035247325,ACKR4,0.14927931394189245,0.011781804966624319,9.794128095545804e-06,4.010070607993067e-06,0.1385178104436573,100
ACP5,7.394777736329915,6.135090714984975,-2.1495594246516703e-05,0.007731970776803792,ACP5,0.673477769113038,0.14614166073686347,8.80141418660876e-06,7.418905528011637e-06,0.2687953116524389,100
ACSM1,1.3913727956487023,1.012176771885194,-2.7595884586162356e-06,-0.0017696481756865978,ACSM1,0.33382036391945313,0.00574238040181816,7.5736626961947195e-06,4.806937267341979e-06,0.8515604089404485,100
ACTA1,1.0012049970501855,1.0063474830489567,-2.4192197638797097e-05,-0.011423539221286774,ACTA1,0.0011203750311726394,0.004508938444402498,7.522037594273933e-06,5.409092173119669e-06,0.8845224015217685,100
ACTA2,1.0637999586533728,1.007858868313498,2.4578211846630893e-05,0.0065890445234254,ACTA2,0.03583216889640657,0.004547850731716375,8.678324107991006e-06,3.6697480083111765e-06,0.9494840923560757,100
ACTB,1.1023584811826073,14.847146660287086,0.0020883148116990925,-0.13861964613199235,ACTB,0.05681829093435622,1.3913067422918692,3.348448112637558e-05,7.465830745225729e-05,6.819941436983104e-14,100
ACTG1,1.060235508038221,4.699927479172769,0.0009920472800149583,-0.09829816222190857,ACTG1,0.013819780177427415,0.4334606033770146,2.4170201056939883e-05,5.592928773682038e-05,1.4079646539564485e-12,100
ACTL10,1.0073568668267432,1.023547764385229,3.971832364356942e-05,0.004023597743362188,ACTL10,0.006676266928107947,0.012455002519557884,9.427891210173049e-06,1.0758686924217467e-05,0.7982582605215768,100
ACTN4,7.898037054449919,2.786512037208206,-0.00041185223541106097,-0.006200953987427055,ACTN4,0.7633566078558196,0.08898212389336832,1.560354554965789e-05,6.569871197116435e-05,0.00023447009820291273,100
ACTR10,1.003608974981147,1.0137710841073952,4.557589224987169e-05,0.033395543918013575,ACTR10,0.0013397211882193404,0.008831981340927077,9.523116672120475e-06,3.946154264688729e-05,0.971704578059308,100
ACVRL1,1.0086849907904418,1.0235731621825395,9.543313899484928e-07,0.005939914328046143,ACVRL1,0.00849925529441342,0.009330433670118746,7.997907498031725e-06,1.9444020598908236e-06,0.4048276638426776,100
ADAM28,1.0378686751509352,1.0028893851291822,-7.996145927222642e-06,-0.011873832121491432,ADAM28,0.024282304967191533,0.0014397700172403443,9.150338951270521e-06,7.731854863879225e-07,0.8664237790973981,100
ADAM30,6.759174912618673,6.619688993888719,3.824106138381467e-06,-0.0022561509720981122,ADAM30,0.2250481272598608,0.06674788921413274,7.4479350901010336e-06,1.0712725089577135e-06,0.23418749301526448,100
ADAMTS1,1.0220884613030052,1.0098534064252669,-4.629701078101789e-05,0.009357980154454708,ADAMTS1,0.017096205471780403,0.005137768889781529,9.979901365708725e-06,3.1634141411155607e-06,0.5005509204789734,100
ADAMTS12,2.471022209773987,2.3875827659794777,0.00017560444913669926,0.006983883935026825,ADAMTS12,0.2958796476825635,0.2566625918107191,1.1208790918305431e-05,3.238314723618907e-06,0.007989295236154199,100
ADAMTS19-AS1,1.1676683118087308,1.003833062349273,0.00012918370488478102,0.006326833004131913,ADAMTS19-AS1,0.10306812031091073,0.0014033207107919487,1.1356919482973702e-05,6.52024950851347e-07,0.007849912707265561,100
ADAMTS4,6.526906076073436,6.597680550354147,-1.8975374870819906e-05,0.0030923178791999817,ADAMTS4,0.11348190779364879,0.056646471349091364,9.413030417306465e-06,3.0819980195006655e-06,0.17050842797460644,100
ADAMTS5,6.72467595094737,6.465425582008294,8.577394919484505e-07,-0.000705135241150856,ADAMTS5,0.18533755927596313,0.08329285268708789,8.758907328123162e-06,5.279666046102299e-06,0.7140145158723378,100
ADAMTS7,1.0099985504390876,1.0079151730911655,0.00013685877968327986,-0.010096982745453715,ADAMTS7,0.008576052953422331,0.003991374562149946,1.0318048570478934e-05,2.744319931980509e-06,0.006919207419940032,100
ADAMTS8,1.0561155979248376,1.0182038052138547,0.00015494953224987285,-0.010428852746263146,ADAMTS8,0.04263700960917276,0.009473346094449062,1.1211809741766331e-05,2.309899167387105e-06,0.006134916570901183,100
ADAMTS9,1.0049486213663519,1.0192792501447987,-1.369786265456696e-05,0.008729273080825805,ADAMTS9,0.00479089469374258,0.011604687981034381,8.410970977069155e-06,5.420025882950231e-06,0.9117307775809949,100
ADAMTS9-AS1,1.0607228038277219,1.0087727155338926,1.337676268406085e-05,-0.01658047255128622,ADAMTS9-AS1,0.03314154744311979,0.0032587243107929332,7.743386217866655e-06,5.515597732419822e-07,0.9737205945947927,100
ADCY2,1.0177658984210347,1.0157051341262984,-3.0414114019094995e-06,0.0031288857758045197,ADCY2,0.009512596470585947,0.010452070278551872,9.284051338207285e-06,1.2080154165411666e-05,0.8664237790973981,100
ADCY3,1.0292668300121097,1.0147691029773094,-5.4926023534562776e-05,0.038066219985485074,ADCY3,0.02055228878449999,0.006464845810696696,9.610556022929826e-06,1.4399105370225878e-05,0.7986236022714983,100
ADCY4,1.0011119004327287,1.0116924632061584,8.781508365927948e-05,-0.008399065658450127,ADCY4,0.0006247611229147329,0.0084957548392604,9.474698112006167e-06,6.854770608175305e-06,0.13280009999950748,100
ADCYAP1,1.0510374057245568,1.0118494984678432,0.0005458143209398259,-0.04340517409145832,ADCYAP1,0.012665926037366118,0.0088096284351241,2.0003835975231383e-05,1.930500629397046e-05,8.163404592832033e-13,100
ADCYAP1R1,1.0289879745572201,1.0103129839873473,6.415400086325463e-05,-0.007659078855067491,ADCYAP1R1,0.016336993131772677,0.005804405574049531,1.032083965149218e-05,6.384465043520178e-07,0.0023659920332651393,100
ADGRB1,1.0375104749205257,1.014775322620365,-4.5009499997377135e-05,-0.013029329339042306,ADGRB1,0.024318882010035493,0.005972846225453275,8.312323561284581e-06,2.4045949868251592e-06,0.1222309955889892,100
ADGRF1,6.902429399700082,6.630752549320403,1.2339470127216145e-05,0.0003331581875681877,ADGRF1,0.28028403219581277,0.10452868313790427,9.072491107785036e-06,1.7036544446894975e-06,0.9024397670227711,100
ADGRF2,1.6541828884834067,1.3019202271658947,-2.63342031752245e-05,-0.001715020528063178,ADGRF2,0.2758135204687885,0.12450190462875758,9.301552736888104e-06,1.782885358632222e-06,0.7399183077410353,100
ADGRF5,1.394814922314614,1.018426392305266,-4.453147993672246e-05,0.0018228399974759668,ADGRF5,0.3653027087019956,0.011981482984158718,9.746915031031583e-06,3.131221069538725e-06,0.07125572723614963,100
ADGRL4,1.0205821367673589,1.016257358247371,-0.0004378836337127723,0.018029562123119833,ADGRL4,0.01232697156080249,0.010478068079529302,1.6173774549258274e-05,2.500886765030929e-06,1.1001371641954967e-06,100
ADH1B,1.0097886636161766,1.0312799470538,-2.7322644415903598e-05,0.0062757400143891575,ADH1B,0.007003613467927235,0.013629003391424286,8.939279012621431e-06,1.1601966219829754e-06,0.43697033857066414,100
ADH1C,1.0127424460973924,1.005306554426688,1.9369847955772456e-05,0.022444588374346496,ADH1C,0.009404790982904303,0.004320061657370217,1.012994901752659e-05,4.076563172749193e-06,0.7860138426175972,100
ADIPOQ,1.0055864487684765,1.0045822225071348,-0.00018536687241976324,-0.020878302473574875,ADIPOQ,0.005452403777945545,0.0023934983826868826,1.129674515223763e-05,3.195550342317228e-06,0.033394719091311434,100
ADIPOQ-AS1,1.1976656229007732,1.019838605794132,-7.559591331528281e-05,-0.02304735392332077,ADIPOQ-AS1,0.13893468357713373,0.009845145444790641,8.49536959787317e-06,1.5369416244901507e-06,0.02782355299243719,100
ADIRF,1.0325610508852525,1.0207322287349503,-4.772265940005127e-05,0.028373361639678477,ADIRF,0.01763541708669637,0.010428775965961649,7.689659112107665e-06,7.739494694630022e-06,0.8146962665461143,100
ADM,1.0474218549749434,1.0217332484260133,2.7399933295839672e-05,-0.00034954220056533815,ADM,0.033819669766906,0.009789284627634183,8.981406965036754e-06,2.5803420457044595e-05,0.7952109344802896,100
ADORA2A,1.0508391577069913,1.0091633655226677,-0.0002584531161301129,0.03582545455545187,ADORA2A,0.02610053907484546,0.004811880924764908,1.2846986737562237e-05,2.0230090547620303e-05,2.8959196272720053e-05,100
ADPGK-AS1,1.164966235985226,1.0254524482544762,-6.737947156238988e-05,-0.005531005850061774,ADPGK-AS1,0.09233036196723672,0.01625336273619564,9.47057429533055e-06,2.9986561427518223e-06,0.19385524699713155,100
ADRA1A,1.014809869295701,1.005734250350956,-0.0005268813195289112,-0.020905239637941123,ADRA1A,0.010152992898177182,0.0034916602926326813,1.6455120012807022e-05,1.4809039128085544e-06,1.3833107748095895e-06,100
ADRA2A,1.0092876116225842,1.011584849508403,-2.2619574629345607e-05,-0.009108818508684636,ADRA2A,0.007722566176394015,0.0062084958652928336,9.442098497475344e-06,9.419507261630201e-06,0.19111469498191794,100
ADRA2C,1.047191768276638,1.003624793841122,-6.957753430114622e-06,0.00876501546241343,ADRA2C,0.027565439052148373,0.0013630378405071603,9.630558938148265e-06,3.5980518387160616e-06,0.6503443543546148,100
AEBP1,1.0127539166845623,1.0124015214432582,-1.9816721950292047e-05,-0.006043977215886116,AEBP1,0.012638064632402917,0.008701644305806522,9.25344215723038e-06,6.322795149567825e-06,0.10329219496049961,100
AFAP1L1,1.0088654064437363,1.025273427239425,-8.919250191411266e-05,-0.009581522755324841,AFAP1L1,0.008499809210686717,0.01053846886335883,9.051563377340292e-06,3.1529520133331453e-06,0.01494713883864632,100
AFF2,7.236082362733604,6.717523108782335,5.235611663124473e-05,0.011766892224550247,AFF2,0.37517626623571904,0.13259819708921544,9.805106495136667e-06,4.852269249367422e-06,0.1228581787738055,100
AGMAT,1.011988482983784,1.007117662486362,-9.57387118717179e-06,0.009520584344863891,AGMAT,0.009119625339992199,0.0050739943319909175,8.365007680506078e-06,1.0172534510264585e-05,0.8190310492788148,100
AGMO,2.649790000883284,1.006606965404672,0.0005630424822447821,-0.015326119875535369,AGMO,1.5780825262619946,0.003840778025021327,1.9229022433914605e-05,1.5358533999001593e-06,4.5542504952441243e-10,100
AGO2,1.0924131511727906,1.0191681111327136,0.00025203722372680204,0.07165822073817253,AGO2,0.04035892140467848,0.009072018256012759,1.3484714855263409e-05,5.1730215748661206e-05,0.024250773892082265,100
AGPAT5,7.726244373366788,5.627273724380949,1.451311376627018e-05,0.023971104323863984,AGPAT5,1.0471912217312158,0.15552946541383625,9.633520181987495e-06,5.0693422779967594e-05,0.5644061119824549,100
AGR2,6.803627323101193,6.424470120855655,3.443368597231711e-05,-0.007479905039072037,AGR2,0.3079499238694481,0.10032842247003745,8.857605997428023e-06,5.411913050365748e-06,0.09098940795189664,100
AGR3,6.7728311986516845,6.653503067780019,-3.6291827442482826e-05,0.01077395886182785,AGR3,0.1285963845386486,0.09292634667338204,8.883916788647344e-06,4.521062475400231e-06,0.5856846805073322,100
AGRN,2.410515818046255,1.011363831428516,-3.420726419705034e-05,0.011248785406351089,AGRN,1.3973791952087926,0.005510915098485477,8.663402310085504e-06,1.3319633565096807e-05,0.9763569375338368,100
AGRP,1.071113055472943,1.0192026305544284,-7.964751205236098e-07,-0.016541896443814038,AGRP,0.042227076341146294,0.00725613641924214,9.916367984643145e-06,2.7589040496012076e-06,0.4852490160600839,100
AGT,1.0243366865298202,1.0173914736406977,-1.7546896229987398e-05,0.020785986855626108,AGT,0.012245621662570873,0.009473748468141988,8.128144483206416e-06,2.6556116242510532e-05,0.5903538868051493,100
AGXT,9.819289331499949,6.57366272111525,-1.4439067458624776e-05,0.0012269729748368263,AGXT,2.6443042660781155,0.11101364818905543,8.268478729472166e-06,3.397721874216669e-06,0.46077251411485276,100
AGXT2,6.130655733385944,6.405235173975236,-2.9161333566207757e-05,-0.002183323954232037,AGXT2,0.17155170652660137,0.15003270564942964,8.352105943438613e-06,1.8177461766215352e-06,0.4240561057451356,100
AHNAK,6.562569530294789,6.3509087991812665,2.2839339685560844e-05,-0.017344093918800353,AHNAK,0.20195361493696612,0.12662206764824918,8.467517570012778e-06,1.5054639974594301e-05,0.6959257665951193,100
AHSG,1.2520823636742258,1.0092721304494223,-0.00018380406982942076,-0.014547144249081611,AHSG,0.23793222472160483,0.004514477390400383,1.2212095215052601e-05,2.1258051344866385e-06,0.01494713883864632,100
AICDA,4.895142602281556,4.927316881107189,-1.6932460589487164e-05,0.0008141376916319131,AICDA,0.2854925569349163,0.2634917112880816,9.704134738053252e-06,2.738932778054567e-06,0.8041954769880038,100
AKAP10,1.0168609499793384,1.0128624113786864,-4.5740852690414614e-05,0.018491270393133162,AKAP10,0.010520274456723213,0.003831984911668661,8.59682933313108e-06,2.9494251875308468e-05,0.7133453128794206,100
AKAP12,1.000959779411743,1.01453977666429,-8.247654375054481e-05,-0.025684826634824277,AKAP12,0.0005903346286908505,0.006326502259370476,9.853394643272622e-06,3.412598068418127e-05,0.004687894428557114,100
AKAP13,1.1008644086876564,1.0087884629630022,8.611118789758621e-06,-0.007251305654644966,AKAP13,0.04719543103779125,0.005704039916652472,9.488274147631984e-06,3.66509823152701e-05,0.3932302760664715,100
AKR1B10,1.028947169912054,1.0062678901833275,-3.293823205581248e-06,0.021097984239459036,AKR1B10,0.016377219738214023,0.0023496948396836506,8.852215369345517e-06,5.015300174558383e-06,0.3288765668705866,100
AKR1C1,1.1494201727111863,1.021410138013322,-1.8783320923034806e-05,-0.012192108891904354,AKR1C1,0.12444942638458982,0.01281881097176837,8.752185301574249e-06,1.1342690863042175e-05,0.06319658553244789,100
AKR1C2,1.2455687097141324,1.2208632993850579,-2.4872147459973348e-05,0.012184086441993713,AKR1C2,0.1144785968703476,0.12942290039847082,9.082351545473133e-06,6.534223188003622e-06,0.5644061119824549,100
AKR1C3,1.0606024382365442,1.014514330810193,-5.616980635068103e-06,0.017838001549243927,AKR1C3,0.052774725270954816,0.007113898160458512,8.902436894051668e-06,2.9846073592087992e-05,0.8739143392741984,100
AKR7A3,1.0199489378269941,1.0043134300213905,6.617071283926635e-05,-0.006289273351430893,AKR7A3,0.010565118597803286,0.003151982608240356,9.845809143658209e-06,1.0959906773262642e-05,0.7230425993086379,100
ALAS2,1.0206553445640254,1.0302331725246379,5.60730170923307e-05,0.0052581364661455155,ALAS2,0.020016931365209385,0.01613122599430485,9.12553515764367e-06,2.0496152814167373e-06,0.29952533012846383,100
ALB,6.173147588027217,6.549124018182089,6.359578414958378e-06,-0.004703077822923661,ALB,0.17057901400766762,0.10953466347272704,9.458418265440615e-06,1.0240428459437993e-05,0.07562652489349286,100
ALDH1A1,2.9020390585406797,41.95965404237824,0.002607517008436844,-0.10898121573030949,ALDH1A1,0.26168580943629444,2.6817496461438526,3.961127178596229e-05,7.459185370839923e-05,4.785444071660157e-14,100
ALDH1A3,1.3160262966896057,1.017378878315924,-1.3461144135362701e-06,-0.038985304832458496,ALDH1A3,0.25924049227390006,0.009154391508116283,1.0965114413276912e-05,1.0527027977795034e-05,0.9682719234354268,100
ALDH3A1,1.2943506497590969,1.0139613408500459,-5.664172867000161e-05,0.0017715952452272176,ALDH3A1,0.2699132193667969,0.007327124925658698,9.102760074405657e-06,2.517015215529688e-06,0.2926733121469608,100
ALDH3A2,1.0158727410680657,1.0102414094999728,8.966914390384772e-06,-0.013795251864939928,ALDH3A2,0.009654047207887413,0.0051286965088571165,9.502312286759425e-06,2.6063201826079626e-05,0.8687609791173343,100
ALDOB,1.0512561058138743,1.0015281265990892,0.0005908737835125066,0.038415057808160784,ALDOB,0.039318282455684216,0.0009967869529644588,2.1136952665717318e-05,1.4897944123718751e-05,1.0054457266761574e-12,100
ALG1,1.0172636988898944,1.0024584304667972,2.3106745652512475e-06,-0.010612289737910032,ALG1,0.008744340088253613,0.0018701204778567796,9.078061877525297e-06,3.251604958006572e-05,0.7003635868646023,100
ALG8,1.0094056020036721,1.0288173690036264,-7.240117661638123e-05,0.018169484585523605,ALG8,0.006236922691625076,0.012184320948433844,1.0224506721958847e-05,2.850177527172504e-05,0.04074489010589827,100
ALG9,1.024755239925848,1.0221185530476309,0.0002111128595424816,-0.03512930735945702,ALG9,0.015009410061733655,0.010715566638564631,1.2369113058923627e-05,2.279854733141314e-05,0.00011739755806759012,100
ALKAL2,1.0337144430756056,1.0116310534125548,0.00044281783018959684,0.018941617235541344,ALKAL2,0.020460266897275654,0.0057374016137226175,1.5637288331283643e-05,6.8521311633727196e-06,3.3307707140115274e-10,100
ALKBH5,1.0488273413204645,1.029493395344832,4.549531900693182e-05,0.0642652029171586,ALKBH5,0.025591414019753907,0.011912167950229351,8.551199371982563e-06,8.260741466035453e-05,0.9117307775809949,100
ALOX5AP,6.674499430977554,6.0078121114214085,0.00018729039336903952,0.005051804934628308,ALOX5AP,0.1357271115098556,0.14472869628610835,1.1710070608511362e-05,1.0705021228762593e-05,0.0017857449141188099,100
ALPK2,1.1792510583104066,1.0041046618496745,-4.1252344939692875e-05,-0.006265694228932262,ALPK2,0.1399272182102492,0.0024023689681494194,8.795247712412134e-06,7.861383418280084e-07,0.4200200562058113,100
ALPL,2.2942180794510114,1.019108819867117,0.0010754703974816947,-0.024685856346040966,ALPL,1.2930403950253102,0.007197697456178619,2.8997688973200693e-05,1.8816312878981685e-06,5.784846286204762e-14,100
ALX3,6.639547161380088,6.465164387690498,-1.2587784269726398e-05,0.0011640940234065055,ALX3,0.1452484746822525,0.08352991076886505,9.043518622975258e-06,2.9486653552893634e-06,0.3647060940551233,100
AMBP,1.2638423533014513,1.012374748267122,7.85829948195449e-05,0.0017130648717284202,AMBP,0.1618459590582959,0.004836271429365088,8.986479074111021e-06,2.0373510607905956e-05,0.8845224015217685,100
AMELY,1.2440108476321254,1.004507407867911,0.0001335327630249594,-0.013291833009570837,AMELY,0.19601996136021027,0.002489346352810616,1.1777259604337299e-05,1.833966039862392e-06,0.03638946846232658,100
AMN,7.40857120889488,5.88492119561893,5.205369607921284e-05,-0.019429012537002563,AMN,0.3970179503346537,0.12595044205997102,8.297905056294476e-06,1.7936104616987022e-05,0.1985161122769978,100
AMOTL2,1.005995621451949,1.0105062647769376,-8.694650159668527e-07,-0.01222191758453846,AMOTL2,0.005288016324229405,0.0042029770141315944,9.210637293522074e-06,8.273883163458977e-06,0.974116040972167,100
AMY2A,1.023333850638524,1.0185250674297552,0.0005526016105432064,-0.03617695115506649,AMY2A,0.007587875871334686,0.009890990227528318,1.9146831072804775e-05,1.719876980885345e-05,1.6494742080145183e-12,100
AMY2B,6.757850042728085,6.445526108979741,-9.23059095782719e-06,-0.013790931403636932,AMY2B,0.12289475222505879,0.057613083980027055,8.990145512595519e-06,9.666238025180814e-06,0.7191864328547728,100
ANGPT2,1.0828643048094997,1.0159511107399448,-7.402944252589805e-05,0.046895594596862794,ANGPT2,0.056074855872108996,0.008999841467174646,9.893990309134935e-06,1.6598759498984364e-05,0.026655700098620318,100
ANGPTL2,1.05056389220513,1.0048064655768196,-9.235071236844305e-05,0.017306428402662277,ANGPTL2,0.023284259829104027,0.003245615352698304,1.0358183525496563e-05,4.7331300794989964e-06,0.3370257314851772,100
ANGPTL4,1.1293199455386367,1.0258257028724487,-5.530348962338394e-05,-0.0032615981600247323,ANGPTL4,0.05399477091238224,0.017537935714452564,8.454851622098102e-06,1.4126405548002376e-05,0.29253752039151154,100
ANGPTL6,1.0761360086410692,1.0194456726530838,-0.00012501835626608227,0.009299995377659798,ANGPTL6,0.05060399306320701,0.015988483159518015,9.786929766267658e-06,3.0170627332727502e-06,0.009540201837170668,100
ANGPTL8,1.0392311383697703,1.0229702064399513,-0.00591397874057293,-0.036109012588858604,ANGPTL8,0.020510687014636188,0.011021762281612306,5.9081021180002195e-05,4.431601268863906e-06,4.6910832026415065e-14,100
ANKLE2,1.014118708856963,1.0230573588269913,3.7735231262558956e-06,0.06477555751800537,ANKLE2,0.008004995881999807,0.010402082670807672,9.063990587835964e-06,9.665123531376701e-05,0.869540835342864,100
ANKRD1,1.079889809914556,1.0202505448646324,2.728553754394625e-05,0.007786098122596741,ANKRD1,0.04903225475516933,0.010690790408871663,9.428349417049436e-06,2.0495030945277566e-06,0.4539526660850246,100
ANKRD12,1.06117490133838,1.0113411270647752,0.00018850016098440392,0.15630771845579147,ANKRD12,0.027257554624193547,0.004409544623652767,1.1343101489169729e-05,7.415398985962907e-05,0.14407287501639576,100
ANKRD30A,1.019711937948713,1.006870034775417,-0.00010380370160760321,-0.020285630077123643,ANKRD30A,0.011585072203432138,0.003902995710604363,9.803127761417293e-06,1.0153707184806143e-06,0.025662565542896913,100
ANKRD36,1.0052901752185317,1.0175309219152964,8.062380467436015e-05,0.013693443005904556,ANKRD36,0.0037317593716092055,0.010421553686575045,1.0831489513590993e-05,2.07719305183774e-05,0.18032683623685564,100
ANKRD36C,1.0365321769783118,1.0144362915248133,-4.6333328877778965e-05,0.0029783954471349714,ANKRD36C,0.01841954499953142,0.009458300796391322,7.921209236762185e-06,2.4841787067782115e-05,0.34624456876877263,100
ANKRD37,1.0035447350523652,1.038447678919959,0.00019733998988613166,-0.009841334111988544,ANKRD37,0.003351180222599648,0.02687088784305771,1.0019347127097383e-05,1.7029965692546432e-05,0.0006686618726648241,100
ANLN,1.124324591658826,1.0185584554374203,-9.00873597856844e-06,0.006586063830181957,ANLN,0.07684415435968764,0.007157541031037691,8.949286765619368e-06,5.334448072623979e-06,0.11876446787525922,100
ANO6,7.231482230883728,2.991331963467717,-2.8827433709466274e-07,0.004910927452147007,ANO6,0.15905991361949837,0.06037680432209582,8.952636339946861e-06,2.351610922175032e-05,0.9446369309790115,100
ANO8,1.8406054368979705,1.0169366462582834,-0.0001291996658142125,0.04704291507601738,ANO8,0.5673631141751747,0.012563841589999005,1.034909808754765e-05,1.4912839267998283e-05,0.058428966294729746,100
ANPEP,1.0704791775236948,1.0188044253243547,5.5765037180606215e-05,-0.009657439850270748,ANPEP,0.04393949133560371,0.01309949124837037,8.47923247274477e-06,5.414925827080902e-06,0.054383231241657365,100
ANTXR1,6.690484616425553,6.601538871937562,5.826227923080296e-06,0.0034098005294799804,ANTXR1,0.19467212380307555,0.0719998116867264,8.878269328990393e-06,2.3532515745422983e-06,0.6393715771971521,100
ANXA1,1.0841731129693657,1.016461909576883,7.0445432166543754e-06,0.017235244549810888,ANXA1,0.05405015225774845,0.00963505253764223,8.673267191190757e-06,2.4048809087910083e-06,0.8853072195843659,100
ANXA10,1.0231264569900522,1.0033627809099295,-2.3686435099534718e-06,-0.000964774414896965,ANXA10,0.012896036430463201,0.002099779700141489,9.223701611381003e-06,8.244483518671874e-06,0.10507092398642702,100
ANXA11,7.9243811726535895,2.776138324452767,-3.35574145060491e-05,0.015362414726987482,ANXA11,0.448981045882704,0.052354714084510465,1.0087930324566262e-05,7.768870002693371e-05,0.1274895467472182,100
ANXA2,1.0762219176216048,10.00330607630228,-0.0004168575759103987,-0.07134250871837139,ANXA2,0.026162503217423184,1.2970259425478217,1.89430839506701e-05,5.744697630827145e-05,4.796468564304346e-05,100
ANXA3,6.504564155281002,6.3562742816325475,-1.1009024398163092e-05,0.012307682931423187,ANXA3,0.05361161793095981,0.08090658689719508,9.354309395791545e-06,1.6494411103469146e-05,0.1404170615766955,100
ANXA4,1.331443567745083,1.025328879911452,-7.495237869193261e-05,-0.013882877258583903,ANXA4,0.20150324989201734,0.013355964265303596,9.17815236374814e-06,2.184462478912771e-05,0.015284636883050777,100
